UserID,Latitude,Longitude,AllZero,Altitude_IGNORE,Timestamp,Date,Time
100,39.974408918,116.303522101,0,480.287355643045,40753.5306944444,2011-07-29,12:44:12
100,39.974397078,116.303526932,0,480.121151574803,40753.5307060185,2011-07-29,12:44:13
100,39.973982524,116.303621837,0,478.499455380577,40753.5307291667,2011-07-29,12:44:15
100,39.973943291,116.303632641,0,479.176988188976,40753.5307407407,2011-07-29,12:44:16
100,39.973937148,116.303639667,0,479.129432414698,40753.5307523148,2011-07-29,12:44:17
100,39.973916715,116.30363848,0,479.615278871391,40753.5307638889,2011-07-29,12:44:18
100,39.973892264,116.303644867,0,480.506026902887,40753.530775463,2011-07-29,12:44:19
100,39.973867401,116.303647142,0,481.38750984252,40753.530787037,2011-07-29,12:44:20
100,39.973836462,116.30365019,0,482.008727034121,40753.5307986111,2011-07-29,12:44:21
100,39.973821199,116.303649412,0,482.325816929134,40753.5308101852,2011-07-29,12:44:22
100,39.973807136,116.303642951,0,482.289422572178,40753.5308217593,2011-07-29,12:44:23
100,39.973791514,116.303638069,0,482.314353674541,40753.5308333333,2011-07-29,12:44:24
100,39.973782219,116.303626231,0,482.362713254593,40753.5308449074,2011-07-29,12:44:25
100,39.973774037,116.303619373,0,482.472345800525,40753.5308564815,2011-07-29,12:44:26
100,39.973764604,116.303612174,0,482.716797900262,40753.5308680556,2011-07-29,12:44:27
100,39.973754251,116.303615089,0,482.782529527559,40753.5308796296,2011-07-29,12:44:28
100,39.973736535,116.303612592,0,483.086404199475,40753.5308912037,2011-07-29,12:44:29
100,39.973726284,116.303615942,0,483.396486220472,40753.5309027778,2011-07-29,12:44:30
100,39.973717545,116.303614266,0,483.624166666667,40753.5309143519,2011-07-29,12:44:31
100,39.973701448,116.303622536,0,484.271414041995,40753.5309259259,2011-07-29,12:44:32
100,39.973686118,116.303630782,0,484.869648950131,40753.5309375,2011-07-29,12:44:33
100,39.973667527,116.303651035,0,485.217877296588,40753.5309490741,2011-07-29,12:44:34
100,39.973650097,116.303666758,0,485.666781496063,40753.5309606481,2011-07-29,12:44:35
100,39.973647098,116.30367094,0,486.260160761155,40753.5309722222,2011-07-29,12:44:36
100,39.97362563,116.303680866,0,487.026305774278,40753.5309837963,2011-07-29,12:44:37
100,39.973595345,116.303691099,0,487.619786745407,40753.5309953704,2011-07-29,12:44:38
100,39.973577288,116.303695412,0,487.724665354331,40753.5310069444,2011-07-29,12:44:39
100,39.9735517,116.303698067,0,487.96125656168,40753.5310185185,2011-07-29,12:44:40
100,39.973535113,116.303703375,0,488.320498687664,40753.5310300926,2011-07-29,12:44:41
100,39.973529199,116.303703594,0,488.362900262467,40753.5310416667,2011-07-29,12:44:42
100,39.973515183,116.303701904,0,488.779914698163,40753.5310532407,2011-07-29,12:44:43
100,39.97350198,116.303701553,0,489.242732939633,40753.5310648148,2011-07-29,12:44:44
100,39.973492954,116.303700092,0,490.099288057743,40753.5310763889,2011-07-29,12:44:45
100,39.973480321,116.303701539,0,490.916443569554,40753.531087963,2011-07-29,12:44:46
100,39.973473572,116.303698748,0,491.783661417323,40753.531099537,2011-07-29,12:44:47
100,39.973463033,116.303697054,0,492.935429790026,40753.5311111111,2011-07-29,12:44:48
100,39.973456461,116.30369331,0,494.225820209974,40753.5311226852,2011-07-29,12:44:49
100,39.973433837,116.303701692,0,495.48937664042,40753.5311342593,2011-07-29,12:44:50
100,39.973405623,116.30371178,0,496.358845144357,40753.5311458333,2011-07-29,12:44:51
100,39.973389574,116.303716827,0,496.405803805774,40753.5311574074,2011-07-29,12:44:52
100,39.973376783,116.303718026,0,496.413464566929,40753.5311689815,2011-07-29,12:44:53
100,39.973369828,116.303719246,0,496.500921916011,40753.5311805556,2011-07-29,12:44:54
100,39.973352293,116.303723938,0,497.010498687664,40753.5311921296,2011-07-29,12:44:55
100,39.973334323,116.303728132,0,497.713064304462,40753.5312037037,2011-07-29,12:44:56
100,39.973317788,116.303732866,0,498.363815616798,40753.5312152778,2011-07-29,12:44:57
100,39.973296558,116.303744004,0,499.169156824147,40753.5312268519,2011-07-29,12:44:58
100,39.973279047,116.303752525,0,499.103375984252,40753.5312384259,2011-07-29,12:44:59
100,39.973263768,116.303760273,0,498.999196194226,40753.53125,2011-07-29,12:45:00
100,39.973244221,116.303764562,0,499.13030839895,40753.5312615741,2011-07-29,12:45:01
100,39.973232151,116.303761553,0,499.066932414698,40753.5312731481,2011-07-29,12:45:02
100,39.973218201,116.303760184,0,499.595032808399,40753.5312847222,2011-07-29,12:45:03
100,39.97320323,116.303756383,0,500.497391732283,40753.5312962963,2011-07-29,12:45:04
100,39.973191943,116.303749886,0,501.10469160105,40753.5313078704,2011-07-29,12:45:05
100,39.973185316,116.303745355,0,501.562755905512,40753.5313194444,2011-07-29,12:45:06
100,39.973182683,116.303740493,0,501.748533464567,40753.5313310185,2011-07-29,12:45:07
